id	user_id	check_in	check_out	store_id	checkin_type	is_first_checkin	created_at	updated_at	so_id	checkout_type	store_type	store_name	store_address	map_in_lat	map_in_long	map_out_lat	map_out_long	check_in_date	check_in_status	check_in_address	check_out_address
15	545	2018-07-04 10:16:32	2018-07-04 13:37:40	1	1	NULL	NULL	NULL	1	4	1	Capital First Ahmedabad	Capital First Ltd, 2nd Floor, Shanti Annexe Shri Ketan, Co-Operative Housing Society Ltd, Plot No. 27, T. P Scheme No. 19 , Opposite B D Patel House, Naranpura, Ahmedabad , Gujarat - 380013	23.048101	23.048101	23.039198	23.039198	2018-07-04	1	2-A, Ankur Rd, Sardar Patel Colony, Sundar Nagar, Naranpura, Ahmedabad, Gujarat 380014, India	Shyam Shikhar Complex, Lal Bahadur Shastri Rd, Tolnaka, Bapunagar, Ahmedabad, Gujarat 380024, India
16	1689	2018-07-04 10:17:12	2018-07-04 10:17:21	35	1	NULL	NULL	NULL	1	2	1	Capital First Delhi	Capital First Ltd. 4th- 6th Floor, Prem Dohil Sadan 11, Rajendra Place, New Delhi, India 110008	28.644194	28.644194	28.644194	28.644194	2018-07-04	1	Rattan Jyoti Building, Govind Lal Sikka Marg, Rajendra Place, New Delhi, Delhi 110008, India	Rattan Jyoti Building, Govind Lal Sikka Marg, Rajendra Place, New Delhi, Delhi 110008, India
17	1684	2018-07-04 10:17:25	2018-07-04 18:18:02	35	1	NULL	NULL	NULL	1	6	1	Capital First Delhi	Capital First Ltd. 4th- 6th Floor, Prem Dohil Sadan 11, Rajendra Place, New Delhi, India 110008	28.644281	28.644281	0	0	2018-07-04	1	608-609, Rajendra Place, New Delhi, Delhi 110008, India	NA
18	863	2018-07-04 10:18:34	2018-07-04 18:19:01	5	1	NULL	NULL	NULL	1	6	2	VISHW ENTERPRISE	5 SAHAJ COMMERCIAL CORNER,  OPP.  KARNAVATI MEGA MALL,  SWAMINARAYAN GURUKUL ROAD, VASTRAL,  AHMADABAD - 382418	23.007614	23.007614	0	0	2018-07-04	1	17, Takshashila School Rd, Odhav, Vastral, Ahmedabad, Gujarat 382418, India	NA
19	1687	2018-07-04 10:18:39	2018-07-04 10:18:57	35	1	NULL	NULL	NULL	1	2	1	Capital First Delhi	Capital First Ltd. 4th- 6th Floor, Prem Dohil Sadan 11, Rajendra Place, New Delhi, India 110008	28.644217	28.644217	28.644217	28.644217	2018-07-04	1	608-609, Rajendra Place, New Delhi, Delhi 110008, India	608-609, Rajendra Place, New Delhi, Delhi 110008, India
20	3036	2018-07-04 10:31:32	2018-07-04 18:32:02	12664	1	NULL	NULL	NULL	1	6	1	SONOVISION DWARAKA NAGAR	Railway New Colony Rd, Near Diamond Park	17.727522	17.727522	0	0	2018-07-04	1	47-9-37, 3rd Ln, Dondaparthy, Dwaraka Nagar, Visakhapatnam, Andhra Pradesh 530016, India	NA
21	3075	2018-07-04 10:31:33	2018-07-04 18:32:02	12664	1	NULL	NULL	NULL	1	6	1	SONOVISION DWARAKA NAGAR	Railway New Colony Rd, Near Diamond Park	17.726673	17.726673	0	0	2018-07-04	1	Capital First Ltd., One Indiabulls Centre, Tower 2A and 2B, 10th Floor, Senapati Bapat Marg, Lower Parel (West), Saidham Nagar, Parel, Mumbai, Maharashtra 400013	NA
22	160	2018-07-04 10:35:09	2018-07-04 10:37:48	6	1	NULL	NULL	NULL	1	1	2	Vijay Sales Nallasopara Mumbai	Vijay Sales Near And Of Fly Owner Nallasopara West 401203	19.006762	72.83275	19.006762	72.83275	2018-07-04	1	Capital First Ltd., One Indiabulls Centre, Tower 2A and 2B, 10th Floor, Senapati Bapat Marg, Lower Parel (West), Saidham Nagar, Parel, Mumbai, Maharashtra 400013	Capital First Ltd., One Indiabulls Centre, Tower 2A and 2B, 10th Floor, Senapati Bapat Marg, Lower Parel (West), Saidham Nagar, Parel, Mumbai, Maharashtra 400013
23	1855	2018-07-04 10:35:32	2018-07-04 18:36:01	24905	1	NULL	NULL	NULL	1	6	1	FINE ELECTRONICS FARIDABAD	MAIN BAZAR AMBEDKAR CHOWK BALLABHGARH FARIDABAD	28.33938	28.33938	0	0	2018-07-04	1	11, Tigaon Rd, Bhikam Colony, Ballabhgarh, Faridabad, Haryana 121004, India	NA
24	3037	2018-07-04 10:38:18	2018-07-04 10:51:02	12665	1	NULL	NULL	NULL	1	1	1	SONOVISION GAJUWALA	High School Rd, Old Gajuwaka Main Rd, Near Kailasa Nagar Road, Old Gajuwaka	17.68567	17.68567	17.68567	17.68567	2018-07-04	1	13-103, High School Rd, Opposite Police Beet, Gajuwaka, Visakhapatnam, Andhra Pradesh 530026, India	13-103, High School Rd, Opposite Police Beet, Gajuwaka, Visakhapatnam, Andhra Pradesh 530026, India
25	3041	2018-07-04 10:39:58	2018-07-04 10:42:51	30504	1	NULL	NULL	NULL	1	2	1	SONOVISION ENTERPRISES GOPALAPATNAM VISHAKAPATNAM	DOOR NO 10-24,MAIN ROAD, GOPALAPATNAM,NEAR MASJID, VISHAKHAPATNAM	17.748468	17.748468	17.748468	17.748468	2018-07-04	1	10-110, Gopalapatnam Main Road, Indiranagar, Gopalapatnam, Simhachalam, Visakhapatnam, Andhra Pradesh 530027, India	10-110, Gopalapatnam Main Road, Indiranagar, Gopalapatnam, Simhachalam, Visakhapatnam, Andhra Pradesh 530027, India
26	2396	2018-07-04 10:40:02	2018-07-04 11:02:21	27559	1	NULL	NULL	NULL	1	1	1	VIVEKS MYLAPORE CHENNAI	150 SECOND FLOOR ST THOMAS BUILDING LUZ CHURCH ROAD MYLAPORE CHENNAI	13.037889	13.037889	13.037623	13.037623	2018-07-04	1	141/247, Royapettah High Rd, Vinayagar Kovil, Mylapore, Chennai, Tamil Nadu 600004, India	141/247, Royapettah High Rd, Vinayagar Kovil, Mylapore, Chennai, Tamil Nadu 600004, India
27	1025	2018-07-04 10:40:56	2018-07-04 13:05:35	7	1	NULL	NULL	NULL	1	1	2	Raj Electronics	Cuttack	20.485275	20.485275	20.449945	20.449945	2018-07-04	1	Bahadulapatna, Odisha 754200, India, Bahadulapatna	Link Rd, Shakti Nagar, Shankarpur Colony, Cuttack, Odisha 753012, India
28	1737	2018-07-04 10:41:47	2018-07-04 18:42:01	11790	1	NULL	NULL	NULL	1	6	1	BANSAL ELECTROVISION GURGAON	1/3 MAIN JACOMPURA ROAD    GURGAON	28.461891	28.461891	0	0	2018-07-04	1	459/12, Jacobpura Rd, Jacobpura, Fort Lesley J. McNair, Gurugram, Haryana 122001, India	NA
29	3059	2018-07-04 10:42:11	2018-07-04 18:43:02	30599	1	NULL	NULL	NULL	1	6	1	TIRUMALA MUSIC CENTRE OLD GAJUWAKA VISHAKAPATNAM	D NO 10-1-134/,BESIDE GREEN APPLE HOTEL 80 FEET ROAD OLD GAJUWAKA JUNCTION VIZAG VISHAKHAPATNAM	17.683588	17.683588	0	0	2018-07-04	1	10-2-16, 80 FEET Rd, Gajuwaka, Visakhapatnam Port, Andhra Pradesh 530026, India	NA
30	840	2018-07-04 10:43:17	2018-07-04 11:01:16	8	1	NULL	NULL	NULL	1	1	2	Megha Ele	Hdjsnsjnnx	23.044537	23.044537	23.048124	23.048124	2018-07-04	1	C-37, Dudheshwar Rd, Panchal Nagar, Shahibag, Ahmedabad, Gujarat 380004, India	2-A, Ankur Rd, Sardar Patel Colony, Sundar Nagar, Naranpura, Ahmedabad, Gujarat 380014, India
31	2988	2018-07-04 10:46:29	2018-07-04 18:47:01	25096	1	NULL	NULL	NULL	1	6	1	SONOVISION PATAMATA VIJAYAWADA	# 57-6-25,Near Mohandas Theater ,Main road Patamata Vijayawada	16.494318	16.494318	0	0	2018-07-04	1	Ambica Apartment, Koneru vari St, Patamata, Benz Circle, Vijayawada, Andhra Pradesh 520010, India	NA
32	1145	2018-07-04 10:46:51	2018-07-04 18:47:01	9	1	NULL	NULL	NULL	1	6	2	Sinh Enterprise	Chanda more	23.679926	23.679926	0	0	2018-07-04	1	Purbasha Colony, Ushagram, Asansol, West Bengal 713303, India	NA
33	3035	2018-07-04 10:47:18	2018-07-04 11:39:38	10	1	NULL	NULL	NULL	1	1	2	SREE DURGA MARKETING VISAKHAPATNAM	D. NO 49-1-5/2. AKKAYYAPALEM NEAR JAGGARAO BRIDGE 530016	17.73256	17.73256	17.727057	17.727057	2018-07-04	1	Murthymahal, 49-1-5/A, Akkayyapalem Rd, Srinivas Nagar, Lalitha Nagar, Akkayyapalem, Visakhapatnam, Andhra Pradesh 530016, India	47-10-32/1, Railway New Colony Rd, Beside Fortune Hotel, Dondaparthy, Dwaraka Nagar, Visakhapatnam, Andhra Pradesh 530016, India
34	819	2018-07-04 10:47:21	2018-07-04 18:48:01	31034	1	NULL	NULL	NULL	1	6	1	VIJAY SALES CHANDKHEDA	Sigma Arcade, Near ONGC Complex, Ahmedabad-Mehsana Rd, Sabarmari, Chandkheda, Ahmedabad-382424	23.100489	23.100489	0	0	2018-07-04	1	Saraswati Complex, Ram Nagar, Chandkheda, Ahmedabad, Gujarat 380005, India	NA
35	820	2018-07-04 10:46:18	2018-07-04 14:14:44	31034	1	NULL	NULL	NULL	1	2	1	VIJAY SALES CHANDKHEDA	Sigma Arcade, Near ONGC Complex, Ahmedabad-Mehsana Rd, Sabarmari, Chandkheda, Ahmedabad-382424	23.100515	23.100515	23.100187	23.100187	2018-07-04	1	Saraswati Complex, Ram Nagar, Chandkheda, Ahmedabad, Gujarat 380005, India	Ahmedabad - Patan Highway Road, Nigam Nagar, Chandkheda, Ahmedabad, Gujarat 380005, India
36	2998	2018-07-04 10:47:49	2018-07-04 10:48:34	25096	1	NULL	NULL	NULL	1	1	1	SONOVISION PATAMATA VIJAYAWADA	# 57-6-25,Near Mohandas Theater ,Main road Patamata Vijayawada	16.494688	16.494688	16.494688	16.494688	2018-07-04	1	Ambica Apartment, Koneru vari St, Patamata, Benz Circle, Vijayawada, Andhra Pradesh 520010, India	Ambica Apartment, Koneru vari St, Patamata, Benz Circle, Vijayawada, Andhra Pradesh 520010, India
37	866	2018-07-04 10:48:34	2018-07-04 11:38:31	43062	1	NULL	NULL	NULL	1	1	1	KUMAR SALES CORPORATION	KUMARS KUMAR HOUSE DURGA MILL COMPOUND HIMATNAGAR 383001	23.593937	23.593937	23.59393	23.59393	2018-07-04	1	Ashraf Nagar, Himmatnagar, Gujarat 383001, India, Ashraf Nagar	Ashraf Nagar, Himmatnagar, Gujarat 383001, India, Ashraf Nagar
38	2998	2018-07-04 10:48:50	2018-07-04 10:49:03	25096	1	NULL	NULL	NULL	1	1	1	SONOVISION PATAMATA VIJAYAWADA	# 57-6-25,Near Mohandas Theater ,Main road Patamata Vijayawada	16.494688	16.494688	16.494688	16.494688	2018-07-04	1	Ambica Apartment, Koneru vari St, Patamata, Benz Circle, Vijayawada, Andhra Pradesh 520010, India	Ambica Apartment, Koneru vari St, Patamata, Benz Circle, Vijayawada, Andhra Pradesh 520010, India
39	2998	2018-07-04 10:49:17	2018-07-04 11:12:45	25096	1	NULL	NULL	NULL	1	2	1	SONOVISION PATAMATA VIJAYAWADA	# 57-6-25,Near Mohandas Theater ,Main road Patamata Vijayawada	16.494688	16.494688	16.494688	16.494688	2018-07-04	1	Ambica Apartment, Koneru vari St, Patamata, Benz Circle, Vijayawada, Andhra Pradesh 520010, India	Ambica Apartment, Koneru vari St, Patamata, Benz Circle, Vijayawada, Andhra Pradesh 520010, India
40	2373	2018-07-04 10:50:54	2018-07-04 10:51:05	27562	1	NULL	NULL	NULL	1	1	1	VIVEKS TNAGAR CHENNAI	NO 167 NORTH USMAN ROAD T NAGAR CHENNAI	13.047348	13.047348	13.047348	13.047348	2018-07-04	1	90, Bazullah Rd, Parthasarathi Puram, T Nagar, Chennai, Tamil Nadu 600017, India	90, Bazullah Rd, Parthasarathi Puram, T Nagar, Chennai, Tamil Nadu 600017, India
41	2963	2018-07-04 10:51:41	2018-07-04 10:57:05	11	1	NULL	NULL	NULL	1	1	2	BIG C ARUNDALPET	ELURUROAD	16.51496	16.51496	16.514141	16.514141	2018-07-04	1	28-19-12, Md Yaseen St, Arundalpet, Governorpet, Vijayawada, Andhra Pradesh 520002, India	Masjid St, Arundalpet, Governorpet, Vijayawada, Andhra Pradesh 520002, India
42	2498	2018-07-04 10:52:01	2018-07-04 10:53:23	10	1	NULL	NULL	NULL	1	1	1	Capital First Chennai	Capital First Ltd. Amarasari, 455 3rd Floor, Anna Salai, Teynampet, Chennai, Tamil Nadu, India 600018	13.0358925	13.0358925	13.0358925	13.0358925	2018-07-04	1	Capgemini, Anna Salai, Teynampet, Chennai, Tamil Nadu 600018, India	Capgemini, Anna Salai, Teynampet, Chennai, Tamil Nadu 600018, India
43	1349	2018-07-04 10:52:27	2018-07-04 18:53:01	26951	1	NULL	NULL	NULL	1	6	1	ADISHWAR INDIA LTD SUNKADKATTE BANGALORE	NO 77/78/B , JANAPRIYA COMMERCIAL COMPLEX, SHOP NO G3,G4  G5, SUNKADAKKATTE, MAGADI ROAD, BANGALORE    BANGALORE	12.98908	12.98908	0	0	2018-07-04	1	12, Magadi Main Rd, Anjana Nagar, Sunkadakatte, Bengaluru, Karnataka 560091, India	NA
44	3069	2018-07-04 10:52:51	2018-07-04 10:52:57	12665	1	NULL	NULL	NULL	1	1	1	SONOVISION GAJUWALA	High School Rd, Old Gajuwaka Main Rd, Near Kailasa Nagar Road, Old Gajuwaka	17.68576	17.68576	17.68576	17.68576	2018-07-04	1	13-103, High School Rd, Opposite Police Beet, Gajuwaka, Visakhapatnam, Andhra Pradesh 530026, India	13-103, High School Rd, Opposite Police Beet, Gajuwaka, Visakhapatnam, Andhra Pradesh 530026, India
45	1738	2018-07-04 10:53:29	2018-07-04 12:31:57	39472	1	NULL	NULL	NULL	1	1	1	BOBBY MOBILE POINTS	SHOP NO 2 MADAN PURI ROAD OPP RAM BAAG GURGAON HARYANA OPP RAM BAAG	28.457407	28.457407	28.460756	28.460756	2018-07-04	1	VD-812, Manohar Nagar, Sector 7, Gurugram, Haryana 122001, India	228/21, Madanpuri Rd, Laxman Vihar, Madanpuri, Sector 7, Gurugram, Haryana 122001, India
46	1863	2018-07-04 10:53:51	2018-07-04 18:54:01	12	1	NULL	NULL	NULL	1	6	2	Akash ELECTRONICS	C-40 mandawali delhi 92	28.62798	28.62798	0	0	2018-07-04	1	A-44, Street Number 5, Railway Colony, Mandawali, ?? ??????, Delhi 110092, India	NA
47	2498	2018-07-04 10:54:00	2018-07-04 10:56:49	10	1	NULL	NULL	NULL	1	2	1	Capital First Chennai	Capital First Ltd. Amarasari, 455 3rd Floor, Anna Salai, Teynampet, Chennai, Tamil Nadu, India 600018	13.036875	13.036875	13.036875	13.036875	2018-07-04	1	624, Chennai - Trichy Hwy, Satya Murthy Nagar, Teynampet, Chennai, Tamil Nadu 600018, India	624, Chennai - Trichy Hwy, Satya Murthy Nagar, Teynampet, Chennai, Tamil Nadu 600018, India
48	3081	2018-07-04 10:54:10	2018-07-04 18:55:01	12664	1	NULL	NULL	NULL	1	6	1	SONOVISION DWARAKA NAGAR	Railway New Colony Rd, Near Diamond Park	17.726648	17.726648	0	0	2018-07-04	1	47, Railway New Colony Rd, Dondaparthy, Railway New Colony, Visakhapatnam, Andhra Pradesh 530016, India	NA
49	2479	2018-07-04 10:54:17	2018-07-04 18:55:01	10	1	NULL	NULL	NULL	1	6	1	Capital First Chennai	Capital First Ltd. Amarasari, 455 3rd Floor, Anna Salai, Teynampet, Chennai, Tamil Nadu, India 600018	13.034371	13.034371	0	0	2018-07-04	1	459, Anna Salai, Rathna Nagar, Teynampet, Chennai, Tamil Nadu 600018, India	NA
50	2070	2018-07-04 10:54:19	2018-07-04 15:06:14	27727	1	NULL	NULL	NULL	1	1	1	K G DIGITAL WORLD JAIPUR	shop no 13 amrapali marg nr tanishq jwellers vaishali nagar 	26.911089	26.911089	26.911089	26.911089	2018-07-04	1	Ganpati Tower, Amrapali Marg, Nemi Nagar, Vaishali Nagar, Jaipur, Rajasthan 302021, India	Ganpati Tower, Amrapali Marg, Nemi Nagar, Vaishali Nagar, Jaipur, Rajasthan 302021, India
51	3085	2018-07-04 10:54:43	2018-07-04 18:55:01	39721	1	NULL	NULL	NULL	1	6	1	HEMA ELECTRONICS	46 21 14 1 GROUND FLOOR SEERAPUVARI STREET DONDAPATHY 530016	17.728285	17.728285	0	0	2018-07-04	1	47-7-17, Diamond Park Rd, Dwaraka Nagar, Visakhapatnam, Andhra Pradesh 530016, India	NA
52	1088	2018-07-04 11:01:45	2018-07-04 11:19:17	29297	1	NULL	NULL	NULL	1	1	1	RD MINI SEVOKE ROAD	Krushna Chaitanya,Building Plot 1576,,Dolamundicuttack,-753001	26.735905	26.735905	26.735899	26.735899	2018-07-04	1	2, Sevoke Rd, Ward Number 13, Bankim Nagar, Siliguri, West Bengal 734001, India	2, Sevoke Rd, Ward Number 13, Bankim Nagar, Siliguri, West Bengal 734001, India
53	2974	2018-07-04 10:56:08	2018-07-04 18:57:01	13	1	NULL	NULL	NULL	1	6	2	Great Eastern	NTR CIRCLE PATAMATA	16.496729	16.496729	0	0	2018-07-04	1	NTR Circle, K P Nagar, Benz Circle, Vijayawada, Andhra Pradesh 520010, India	NA
54	1731	2018-07-04 10:56:16	2018-07-04 10:56:19	11790	1	NULL	NULL	NULL	1	4	1	BANSAL ELECTROVISION GURGAON	1/3 MAIN JACOMPURA ROAD    GURGAON	28.4615	28.4615	28.4615	28.4615	2018-07-04	1	394/6, Old Railway Rd, Jacobpura, Sector 12, Gurugram, Haryana 122001, India	394/6, Old Railway Rd, Jacobpura, Sector 12, Gurugram, Haryana 122001, India
55	1731	2018-07-04 10:56:30	2018-07-04 18:57:01	30653	1	NULL	NULL	NULL	1	6	1	AJAY TRADING CO GURGAON	397/6 OLD RAILWAY ROAD OPP HDFC BANK GURGAON	28.461697	28.461697	0	0	2018-07-04	1	9/14, Old Railway Rd, New Basti, Sector 8, Gurugram, Haryana 122006, India	NA
56	273	2018-07-04 10:57:02	2018-07-04 11:06:17	33	1	NULL	NULL	NULL	1	1	1	Capital First Nagpur	Capital First Ltd. Block No. 222, Vishnu Vaibhav Building, 3rd Floor, Palm Road, Nagpur, Maharashtra, India 440010	21.152153	21.152153	21.152153	21.152153	2018-07-04	1	1, Palm Rd, Civil Lines, Nagpur, Maharashtra 440001, India	1, Palm Rd, Civil Lines, Nagpur, Maharashtra 440001, India
57	1280	2018-07-04 10:57:01	2018-07-04 18:57:01	14	1	NULL	NULL	NULL	1	6	2	RD HILLVIEW	RD MINI HILLVIEW	23.682383	23.682383	0	0	2018-07-04	1	DATTA'S VILLA, 132, SB Gorai Rd, Hillview East, Asansol, West Bengal 713304, India	NA
58	1741	2018-07-04 10:57:13	2018-07-04 11:16:27	11790	1	NULL	NULL	NULL	1	1	1	BANSAL ELECTROVISION GURGAON	1/3 MAIN JACOMPURA ROAD    GURGAON	28.460611	28.460611	28.46083	28.46083	2018-07-04	1	331, Arya Samaj Rd, Jacobpura, Sector 12, Gurugram, Haryana 122006, India	245-M, Arya Samaj Rd, Jacobpura, Sector 12, Gurugram, Haryana 122001, India
59	3058	2018-07-04 10:57:14	2018-07-04 11:03:52	15	1	NULL	NULL	NULL	1	1	2	SONOVISION	SONOVISION MADHURAWADA	17.803902	17.803902	17.803902	17.803902	2018-07-04	1	1, Vizag - Srikakulam Hwy, Pothinamallayya Palem, Visakhapatnam, Andhra Pradesh 530041, India	1, Vizag - Srikakulam Hwy, Pothinamallayya Palem, Visakhapatnam, Andhra Pradesh 530041, India
60	1352	2018-07-04 10:57:14	2018-07-04 11:00:16	26945	1	NULL	NULL	NULL	1	2	1	ADISHWAR INDIA LTD HRBR LAYOUT BANGALORE	NO 1402 / A , SURYA PLAZA , KAMMANAHALLI MAIN ROAD, OPP GOOD YEAR SCHOOL , 2ND BLOCK , NEAR FOOD WORLD, HRBR LAYOUT , K    BANGALORE	13.02527	13.02527	13.02527	13.02527	2018-07-04	1	4M-417, 80 Feet Road, HRBR Layout 3rd Block, HRBR Layout, Kammanahalli, Bengaluru, Karnataka 560043, India	4M-417, 80 Feet Road, HRBR Layout 3rd Block, HRBR Layout, Kammanahalli, Bengaluru, Karnataka 560043, India
61	1750	2018-07-04 10:57:45	2018-07-04 18:58:01	30653	1	NULL	NULL	NULL	1	6	1	AJAY TRADING CO GURGAON	397/6 OLD RAILWAY ROAD OPP HDFC BANK GURGAON	28.461985	28.461985	0	0	2018-07-04	1	Capital First Ltd., One Indiabulls Centre, Tower 2A and 2B, 10th Floor, Senapati Bapat Marg, Lower Parel (West), Saidham Nagar, Parel, Mumbai, Maharashtra 400013	NA
62	1733	2018-07-04 10:58:03	2018-07-04 18:59:01	30404	1	NULL	NULL	NULL	1	6	1	ISHA ELECTROVISION PVT LTD GURGAON	885/8 JACOBPURA MARKET GURGAON GURGAON	28.460522	28.460522	0	0	2018-07-04	1	Jai Bhagwan 310, Jacobpura Rd Jacobpura, Jacobpura, Sector 12, Gurugram, Haryana 122006, India	NA
